pokemon,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,egg_group_1,egg_group_2,generation_id,dual_type,log_weight,log_height,base_stat_total
teddiursa,0.6,8.8,66,normal,NA,60,80,50,50,50,40,ground,NA,2,FALSE,2.174751721484161,-0.5108256237659907,330
ursaring,1.8,125.8,175,normal,NA,90,130,75,75,75,55,ground,NA,2,FALSE,4.8346933442663405,0.5877866649021191,500
slugma,0.7,35,50,fire,NA,40,40,40,70,40,20,indeterminate,NA,2,FALSE,3.5553480614894135,-0.35667494393873245,250
magcargo,0.8,55,151,fire,rock,60,50,120,90,80,30,indeterminate,NA,2,TRUE,4.007333185232471,-0.2231435513142097,430
swinub,0.4,6.5,50,ice,ground,50,50,40,30,30,50,ground,NA,2,TRUE,1.8718021769015913,-0.916290731874155,250
piloswine,1.1,55.8,158,ice,ground,100,100,80,60,60,50,ground,NA,2,TRUE,4.021773869387265,0.09531017980432493,450
corsola,0.6,5,144,water,rock,65,55,95,65,95,35,water1,water3,2,TRUE,1.6094379124341003,-0.5108256237659907,410
remoraid,0.6,12,60,water,NA,35,65,35,65,35,65,water1,water2,2,FALSE,2.4849066497880004,-0.5108256237659907,300
octillery,0.9,28.5,168,water,NA,75,105,75,105,75,45,water1,water2,2,FALSE,3.349904087274605,-0.10536051565782628,480
delibird,0.9,16,116,ice,flying,45,55,45,65,45,75,water1,ground,2,TRUE,2.772588722239781,-0.10536051565782628,330
mantine,2.1,220,170,water,flying,85,40,70,80,140,70,water1,NA,2,TRUE,5.393627546352362,0.7419373447293773,485
skarmory,1.7,50.5,163,steel,flying,65,80,140,40,70,70,flying,NA,2,TRUE,3.9219733362813143,0.5306282510621704,465
houndour,0.6,10.8,66,dark,fire,45,60,30,80,50,65,ground,NA,2,TRUE,2.379546134130174,-0.5108256237659907,330
houndoom,1.4,35,175,dark,fire,75,90,50,110,80,95,ground,NA,2,TRUE,3.5553480614894135,0.3364722366212129,500
kingdra,1.8,152,243,water,dragon,75,95,95,95,95,85,water1,dragon,2,TRUE,5.0238805208462765,0.5877866649021191,540
phanpy,0.5,33.5,66,ground,NA,90,60,60,40,40,40,ground,NA,2,FALSE,3.5115454388310208,-0.6931471805599453,330
donphan,1.1,120,175,ground,NA,90,120,120,60,60,50,ground,NA,2,FALSE,4.787491742782046,0.09531017980432493,500
porygon2,0.6,32.5,180,normal,NA,85,80,90,105,95,60,mineral,NA,2,FALSE,3.481240089335692,-0.5108256237659907,515
stantler,1.4,71.2,163,normal,NA,73,95,62,85,65,85,ground,NA,2,FALSE,4.26549281841793,0.3364722366212129,465
smeargle,1.2,58,88,normal,NA,55,20,35,20,45,75,ground,NA,2,FALSE,4.060443010546419,0.1823215567939546,250
tyrogue,0.7,21,42,fighting,NA,35,35,35,35,35,35,no-eggs,NA,2,FALSE,3.044522437723423,-0.35667494393873245,210
hitmontop,1.4,48,159,fighting,NA,50,95,95,35,110,70,humanshape,NA,2,FALSE,3.871201010907891,0.3364722366212129,455
smoochum,0.4,6,61,ice,psychic,45,30,15,85,65,65,no-eggs,NA,2,TRUE,1.791759469228055,-0.916290731874155,305
elekid,0.6,23.5,72,electric,NA,45,63,37,65,55,95,no-eggs,NA,2,FALSE,3.1570004211501135,-0.5108256237659907,360
magby,0.7,21.4,73,fire,NA,45,75,37,70,55,83,no-eggs,NA,2,FALSE,3.0633909220278057,-0.35667494393873245,365
miltank,1.2,75.5,172,normal,NA,95,80,105,40,70,100,ground,NA,2,FALSE,4.324132656254979,0.1823215567939546,490
blissey,1.5,46.8,608,normal,NA,255,10,10,75,135,55,fairy,NA,2,FALSE,3.845883202923601,0.4054651081081644,540
raikou,1.9,178,261,electric,NA,90,85,75,115,100,115,no-eggs,NA,2,FALSE,5.181783550292085,0.6418538861723947,580
entei,2.1,198,261,fire,NA,115,115,85,90,75,100,no-eggs,NA,2,FALSE,5.288267030694535,0.7419373447293773,580
suicune,2,187,261,water,NA,100,75,115,90,115,85,no-eggs,NA,2,FALSE,5.231108616854587,0.6931471805599453,580
larvitar,0.6,72,60,rock,ground,50,64,50,45,50,41,monster,NA,2,TRUE,4.276666119016055,-0.5108256237659907,300
pupitar,1.2,152,144,rock,ground,70,84,70,65,70,51,monster,NA,2,TRUE,5.0238805208462765,0.1823215567939546,410
tyranitar,2,202,270,rock,dark,100,134,110,95,100,61,monster,NA,2,TRUE,5.308267697401205,0.6931471805599453,600
lugia,5.2,216,306,psychic,flying,106,90,130,90,154,110,no-eggs,NA,2,TRUE,5.375278407684165,1.6486586255873816,680
ho-oh,3.8,199,306,fire,flying,106,130,90,110,154,90,no-eggs,NA,2,TRUE,5.293304824724492,1.33500106673234,680
celebi,0.6,5,270,psychic,grass,100,100,100,100,100,100,no-eggs,NA,2,TRUE,1.6094379124341003,-0.5108256237659907,600
treecko,0.5,5,62,grass,NA,40,45,35,65,55,70,monster,dragon,3,FALSE,1.6094379124341003,-0.6931471805599453,310
grovyle,0.9,21.6,142,grass,NA,50,65,45,85,65,95,monster,dragon,3,FALSE,3.0726933146901194,-0.10536051565782628,405
sceptile,1.7,52.2,239,grass,NA,70,85,65,105,85,120,monster,dragon,3,FALSE,3.955082494888593,0.5306282510621704,530
torchic,0.4,2.5,62,fire,NA,45,60,40,70,50,45,ground,NA,3,FALSE,0.9162907318741551,-0.916290731874155,310
combusken,0.9,19.5,142,fire,fighting,60,85,60,85,60,55,ground,NA,3,TRUE,2.970414465569701,-0.10536051565782628,405
blaziken,1.9,52,239,fire,fighting,80,120,70,110,70,80,ground,NA,3,TRUE,3.9512437185814275,0.6418538861723947,530
mudkip,0.4,7.6,62,water,NA,50,70,50,50,50,40,monster,water1,3,FALSE,2.028148247292285,-0.916290731874155,310
marshtomp,0.7,28,142,water,ground,70,85,70,60,70,50,monster,water1,3,TRUE,3.332204510175204,-0.35667494393873245,405
swampert,1.5,81.9,241,water,ground,100,110,90,85,90,60,monster,water1,3,TRUE,4.405498990859024,0.4054651081081644,535
poochyena,0.5,13.6,56,dark,NA,35,55,35,30,30,35,ground,NA,3,FALSE,2.6100697927420065,-0.6931471805599453,220
mightyena,1,37,147,dark,NA,70,90,70,60,60,70,ground,NA,3,FALSE,3.6109179126442243,0,420
zigzagoon,0.4,17.5,56,normal,NA,38,30,41,30,41,60,ground,NA,3,FALSE,2.8622008809294686,-0.916290731874155,240
linoone,0.5,32.5,147,normal,NA,78,70,61,50,61,100,ground,NA,3,FALSE,3.481240089335692,-0.6931471805599453,420
wurmple,0.3,3.6,56,bug,NA,45,45,35,20,30,20,bug,NA,3,FALSE,1.2809338454620642,-1.2039728043259361,195
silcoon,0.6,10,72,bug,NA,50,35,55,25,25,15,bug,NA,3,FALSE,2.302585092994046,-0.5108256237659907,205
beautifly,1,28.4,178,bug,flying,60,70,50,100,50,65,bug,NA,3,TRUE,3.3463891451671604,0,395
cascoon,0.7,11.5,72,bug,NA,50,35,55,25,25,15,bug,NA,3,FALSE,2.4423470353692043,-0.35667494393873245,205
dustox,1.2,31.6,173,bug,poison,60,50,70,50,90,65,bug,NA,3,TRUE,3.4531571205928664,0.1823215567939546,385
lotad,0.5,2.6,44,water,grass,40,30,30,40,50,30,water1,plant,3,TRUE,0.9555114450274363,-0.6931471805599453,220
lombre,1.2,32.5,119,water,grass,60,50,50,60,70,50,water1,plant,3,TRUE,3.481240089335692,0.1823215567939546,340
ludicolo,1.5,55,216,water,grass,80,70,70,90,100,70,water1,plant,3,TRUE,4.007333185232471,0.4054651081081644,480
seedot,0.5,4,44,grass,NA,40,40,50,30,30,30,ground,plant,3,FALSE,1.3862943611198906,-0.6931471805599453,220
nuzleaf,1,28,119,grass,dark,70,70,40,60,40,60,ground,plant,3,TRUE,3.332204510175204,0,340
shiftry,1.3,59.6,216,grass,dark,90,100,60,90,60,80,ground,plant,3,TRUE,4.087655574071304,0.26236426446749106,480
taillow,0.3,2.3,54,normal,flying,40,55,30,30,30,85,flying,NA,3,TRUE,0.8329091229351039,-1.2039728043259361,270
swellow,0.7,19.8,159,normal,flying,60,85,60,75,50,125,flying,NA,3,TRUE,2.9856819377004897,-0.35667494393873245,455
wingull,0.6,9.5,54,water,flying,40,30,30,55,30,85,water1,flying,3,TRUE,2.2512917986064953,-0.5108256237659907,270
pelipper,1.2,28,154,water,flying,60,50,100,95,70,65,water1,flying,3,TRUE,3.332204510175204,0.1823215567939546,440
ralts,0.4,6.6,40,psychic,fairy,28,25,25,45,35,40,indeterminate,NA,3,TRUE,1.8870696490323797,-0.916290731874155,198
kirlia,0.8,20.2,97,psychic,fairy,38,35,35,65,55,50,indeterminate,NA,3,TRUE,3.005682604407159,-0.2231435513142097,278
gardevoir,1.6,48.4,233,psychic,fairy,68,65,65,125,115,80,indeterminate,NA,3,TRUE,3.879499813722586,0.47000362924573563,518
surskit,0.5,1.7,54,bug,water,40,30,32,50,52,65,water1,bug,3,TRUE,0.5306282510621704,-0.6931471805599453,269
masquerain,0.8,3.6,159,bug,flying,70,60,62,100,82,80,water1,bug,3,TRUE,1.2809338454620642,-0.2231435513142097,454
shroomish,0.4,4.5,59,grass,NA,60,40,60,40,60,35,fairy,plant,3,FALSE,1.5040773967762742,-0.916290731874155,295
breloom,1.2,39.2,161,grass,fighting,60,130,80,60,60,70,fairy,plant,3,TRUE,3.6686767467964168,0.1823215567939546,460
slakoth,0.8,24,56,normal,NA,60,60,60,35,35,30,ground,NA,3,FALSE,3.1780538303479458,-0.2231435513142097,280
vigoroth,1.4,46.5,154,normal,NA,80,80,80,55,55,90,ground,NA,3,FALSE,3.8394523125933104,0.3364722366212129,440
slaking,2,130.5,252,normal,NA,150,160,100,95,65,100,ground,NA,3,FALSE,4.871373226762748,0.6931471805599453,670
nincada,0.5,5.5,53,bug,ground,31,45,90,30,30,40,bug,NA,3,TRUE,1.7047480922384253,-0.6931471805599453,266
ninjask,0.8,12,160,bug,flying,61,90,45,50,50,160,bug,NA,3,TRUE,2.4849066497880004,-0.2231435513142097,456
shedinja,0.8,1.2,83,bug,ghost,1,90,45,30,30,40,mineral,NA,3,TRUE,0.1823215567939546,-0.2231435513142097,236
whismur,0.6,16.3,48,normal,NA,64,51,23,51,23,28,monster,ground,3,FALSE,2.791165107812717,-0.5108256237659907,240
loudred,1,40.5,126,normal,NA,84,71,43,71,43,48,monster,ground,3,FALSE,3.7013019741124933,0,360
exploud,1.5,84,221,normal,NA,104,91,63,91,73,68,monster,ground,3,FALSE,4.430816798843313,0.4054651081081644,490
makuhita,1,86.4,47,fighting,NA,72,60,30,20,30,25,humanshape,NA,3,FALSE,4.45898767581001,0,237
hariyama,2.3,253.8,166,fighting,NA,144,120,60,40,60,50,humanshape,NA,3,FALSE,5.536546555280287,0.8329091229351039,474
azurill,0.2,2,38,normal,fairy,50,20,40,20,40,20,no-eggs,NA,3,TRUE,0.6931471805599453,-1.6094379124341003,190
nosepass,1,97,75,rock,NA,30,45,135,45,90,30,mineral,NA,3,FALSE,4.574710978503383,0,375
skitty,0.6,11,52,normal,NA,50,45,45,35,35,50,ground,fairy,3,FALSE,2.3978952727983707,-0.5108256237659907,260
delcatty,1.1,32.6,140,normal,NA,70,65,65,55,55,90,ground,fairy,3,FALSE,3.484312288372662,0.09531017980432493,400
sableye,0.5,11,133,dark,ghost,50,75,75,65,65,50,humanshape,NA,3,TRUE,2.3978952727983707,-0.6931471805599453,380
mawile,0.6,11.5,133,steel,fairy,50,85,85,55,55,50,ground,fairy,3,TRUE,2.4423470353692043,-0.5108256237659907,380
aron,0.4,60,66,steel,rock,50,70,100,40,40,30,monster,NA,3,TRUE,4.0943445622221,-0.916290731874155,330
lairon,0.9,120,151,steel,rock,60,90,140,50,50,40,monster,NA,3,TRUE,4.787491742782046,-0.10536051565782628,430
aggron,2.1,360,239,steel,rock,70,110,180,60,60,50,monster,NA,3,TRUE,5.886104031450156,0.7419373447293773,530
meditite,0.6,11.2,56,fighting,psychic,30,40,55,40,55,60,humanshape,NA,3,TRUE,2.4159137783010487,-0.5108256237659907,280
medicham,1.3,31.5,144,fighting,psychic,60,60,75,60,75,80,humanshape,NA,3,TRUE,3.449987545831587,0.26236426446749106,410
electrike,0.6,15.2,59,electric,NA,40,45,40,65,40,65,ground,NA,3,FALSE,2.7212954278522306,-0.5108256237659907,295
manectric,1.5,40.2,166,electric,NA,70,75,60,105,60,105,ground,NA,3,FALSE,3.6938669956249757,0.4054651081081644,475
plusle,0.4,4.2,142,electric,NA,60,50,40,85,75,95,fairy,NA,3,FALSE,1.4350845252893227,-0.916290731874155,405
minun,0.4,4.2,142,electric,NA,60,40,50,75,85,95,fairy,NA,3,FALSE,1.4350845252893227,-0.916290731874155,405
volbeat,0.7,17.7,151,bug,NA,65,73,75,47,85,85,bug,humanshape,3,FALSE,2.8735646395797834,-0.35667494393873245,430
illumise,0.6,17.7,151,bug,NA,65,47,75,73,85,85,bug,humanshape,3,FALSE,2.8735646395797834,-0.5108256237659907,430
roselia,0.3,2,140,grass,poison,50,60,45,100,80,65,fairy,plant,3,TRUE,0.6931471805599453,-1.2039728043259361,400
gulpin,0.4,10.3,60,poison,NA,70,43,53,43,53,40,indeterminate,NA,3,FALSE,2.33214389523559,-0.916290731874155,302
swalot,1.7,80,163,poison,NA,100,73,83,73,83,55,indeterminate,NA,3,FALSE,4.382026634673881,0.5306282510621704,467
carvanha,0.8,20.8,61,water,dark,45,90,20,65,20,65,water2,NA,3,TRUE,3.0349529867072724,-0.2231435513142097,305
sharpedo,1.8,88.8,161,water,dark,70,120,40,95,40,95,water2,NA,3,TRUE,4.486386649998124,0.5877866649021191,460
wailmer,2,130,80,water,NA,130,70,35,70,35,60,ground,water2,3,FALSE,4.867534450455582,0.6931471805599453,400
wailord,14.5,398,175,water,NA,170,90,45,90,45,60,ground,water2,3,FALSE,5.986452005284438,2.6741486494265287,500
numel,0.7,24,61,fire,ground,60,60,40,65,45,35,ground,NA,3,TRUE,3.1780538303479458,-0.35667494393873245,305
camerupt,1.9,220,161,fire,ground,70,100,70,105,75,40,ground,NA,3,TRUE,5.393627546352362,0.6418538861723947,460
torkoal,0.5,80.4,165,fire,NA,70,85,140,85,70,20,ground,NA,3,FALSE,4.387014176184921,-0.6931471805599453,470
spoink,0.7,30.6,66,psychic,NA,60,25,35,70,80,60,ground,NA,3,FALSE,3.4210000089583352,-0.35667494393873245,330
grumpig,0.9,71.5,165,psychic,NA,80,45,65,90,110,80,ground,NA,3,FALSE,4.269697449699962,-0.10536051565782628,470
spinda,1.1,5,126,normal,NA,60,60,60,60,60,60,ground,humanshape,3,FALSE,1.6094379124341003,0.09531017980432493,360
trapinch,0.7,15,58,ground,NA,45,100,45,45,45,10,bug,NA,3,FALSE,2.70805020110221,-0.35667494393873245,290
vibrava,1.1,15.3,119,ground,dragon,50,70,50,50,50,70,bug,NA,3,TRUE,2.72785282839839,0.09531017980432493,340
flygon,2,82,234,ground,dragon,80,100,80,80,80,100,bug,NA,3,TRUE,4.406719247264253,0.6931471805599453,520
cacnea,0.4,51.3,67,grass,NA,50,85,40,85,40,35,plant,humanshape,3,FALSE,3.937690752176724,-0.916290731874155,335
cacturne,1.3,77.4,166,grass,dark,70,115,60,115,60,55,plant,humanshape,3,TRUE,4.3489867805956814,0.26236426446749106,475
swablu,0.4,1.2,62,normal,flying,45,40,60,40,75,50,flying,dragon,3,TRUE,0.1823215567939546,-0.916290731874155,310
altaria,1.1,20.6,172,dragon,flying,75,70,90,70,105,80,flying,dragon,3,TRUE,3.0252910757955354,0.09531017980432493,490
zangoose,1.3,40.3,160,normal,NA,73,115,60,60,60,90,ground,NA,3,FALSE,3.696351468952637,0.26236426446749106,458
seviper,2.7,52.5,160,poison,NA,73,100,60,100,60,65,ground,dragon,3,FALSE,3.960813169597578,0.9932517730102834,458
lunatone,1,168,161,rock,psychic,90,55,65,95,85,70,mineral,NA,3,TRUE,5.123963979403259,0,460
solrock,1.2,154,161,rock,psychic,90,95,85,55,65,70,mineral,NA,3,TRUE,5.0369526024136295,0.1823215567939546,460
barboach,0.4,1.9,58,water,ground,50,48,43,46,41,60,water2,NA,3,TRUE,0.6418538861723947,-0.916290731874155,288
whiscash,0.9,23.6,164,water,ground,110,78,73,76,71,60,water2,NA,3,TRUE,3.1612467120315646,-0.10536051565782628,468
corphish,0.6,11.5,62,water,NA,43,80,65,50,35,35,water1,water3,3,FALSE,2.4423470353692043,-0.5108256237659907,308
crawdaunt,1.1,32.8,164,water,dark,63,120,85,90,55,55,water1,water3,3,TRUE,3.490428515390098,0.09531017980432493,468
baltoy,0.5,21.5,60,ground,psychic,40,40,55,40,70,55,mineral,NA,3,TRUE,3.068052935133617,-0.6931471805599453,300
claydol,1.5,108,175,ground,psychic,60,70,105,70,120,75,mineral,NA,3,TRUE,4.68213122712422,0.4054651081081644,500
lileep,1,23.8,71,rock,grass,66,41,77,61,87,23,water3,NA,3,TRUE,3.169685580677429,0,355
cradily,1.5,60.4,173,rock,grass,86,81,97,81,107,43,water3,NA,3,TRUE,4.100989104940769,0.4054651081081644,495
anorith,0.7,12.5,71,rock,bug,45,95,50,40,50,75,water3,NA,3,TRUE,2.5257286443082556,-0.35667494393873245,355
armaldo,1.5,68.2,173,rock,bug,75,125,100,70,80,45,water3,NA,3,TRUE,4.222444564849416,0.4054651081081644,495
feebas,0.6,7.4,40,water,NA,20,15,20,10,55,80,water1,dragon,3,FALSE,2.0014800002101243,-0.5108256237659907,200
milotic,6.2,162,189,water,NA,95,60,79,100,125,81,water1,dragon,3,FALSE,5.087596335232384,1.824549292051046,540
castform,0.3,0.8,147,normal,NA,70,70,70,70,70,70,fairy,indeterminate,3,FALSE,-0.2231435513142097,-1.2039728043259361,420
kecleon,1,22,154,normal,NA,60,90,70,60,120,40,ground,NA,3,FALSE,3.091042453358316,0,440
shuppet,0.6,2.3,59,ghost,NA,44,75,35,63,33,45,indeterminate,NA,3,FALSE,0.8329091229351039,-0.5108256237659907,295
banette,1.1,12.5,159,ghost,NA,64,115,65,83,63,65,indeterminate,NA,3,FALSE,2.5257286443082556,0.09531017980432493,455
duskull,0.8,15,59,ghost,NA,20,40,90,30,90,25,indeterminate,NA,3,FALSE,2.70805020110221,-0.2231435513142097,295
dusclops,1.6,30.6,159,ghost,NA,40,70,130,60,130,25,indeterminate,NA,3,FALSE,3.4210000089583352,0.47000362924573563,455
tropius,2,100,161,grass,flying,99,68,83,72,87,51,monster,plant,3,TRUE,4.605170185988092,0.6931471805599453,460
chimecho,0.6,1,159,psychic,NA,75,50,80,95,90,65,indeterminate,NA,3,FALSE,0,-0.5108256237659907,455
absol,1.2,47,163,dark,NA,65,130,60,75,60,75,ground,NA,3,FALSE,3.8501476017100584,0.1823215567939546,465
wynaut,0.6,14,52,psychic,NA,95,23,48,23,48,23,no-eggs,NA,3,FALSE,2.6390573296152584,-0.5108256237659907,260
snorunt,0.7,16.8,60,ice,NA,50,50,50,50,50,50,fairy,mineral,3,FALSE,2.8213788864092133,-0.35667494393873245,300
glalie,1.5,256.5,168,ice,NA,80,80,80,80,80,80,fairy,mineral,3,FALSE,5.547128664610824,0.4054651081081644,480
spheal,0.8,39.5,58,ice,water,70,40,50,55,50,25,water1,ground,3,TRUE,3.676300671907076,-0.2231435513142097,290
sealeo,1.1,87.6,144,ice,water,90,60,70,75,70,45,water1,ground,3,TRUE,4.472780997942346,0.09531017980432493,410
walrein,1.4,150.6,239,ice,water,110,80,90,95,90,65,water1,ground,3,TRUE,5.014627315365793,0.3364722366212129,530
clamperl,0.4,52.5,69,water,NA,35,64,85,74,55,32,water1,NA,3,FALSE,3.960813169597578,-0.916290731874155,345
huntail,1.7,27,170,water,NA,55,104,105,94,75,52,water1,NA,3,FALSE,3.295836866004329,0.5306282510621704,485
gorebyss,1.8,22.6,170,water,NA,55,84,105,114,75,52,water1,NA,3,FALSE,3.1179499062782403,0.5877866649021191,485
relicanth,1,23.4,170,water,rock,100,90,130,45,65,55,water1,water2,3,TRUE,3.152736022363656,0,485
luvdisc,0.6,8.7,116,water,NA,43,30,55,40,65,97,water2,NA,3,FALSE,2.163323025660538,-0.5108256237659907,330
bagon,0.6,42.1,60,dragon,NA,45,75,60,40,30,50,dragon,NA,3,FALSE,3.7400477406883357,-0.5108256237659907,300
shelgon,1.1,110.5,147,dragon,NA,65,95,100,60,50,50,dragon,NA,3,FALSE,4.705015520957808,0.09531017980432493,420
salamence,1.5,102.6,270,dragon,flying,95,135,80,110,80,100,dragon,NA,3,TRUE,4.630837932736669,0.4054651081081644,600
beldum,0.6,95.2,60,steel,psychic,40,55,80,35,60,30,mineral,NA,3,TRUE,4.55597994179732,-0.5108256237659907,300
metang,1.2,202.5,147,steel,psychic,60,75,100,55,80,50,mineral,NA,3,TRUE,5.310739886546594,0.1823215567939546,420
metagross,1.6,550,270,steel,psychic,80,135,130,95,90,70,mineral,NA,3,TRUE,6.309918278226516,0.47000362924573563,600
regirock,1.7,230,261,rock,NA,80,100,200,50,100,50,no-eggs,NA,3,FALSE,5.438079308923196,0.5306282510621704,580
regice,1.8,175,261,ice,NA,80,50,100,100,200,50,no-eggs,NA,3,FALSE,5.1647859739235145,0.5877866649021191,580
registeel,1.9,205,261,steel,NA,80,75,150,75,150,50,no-eggs,NA,3,FALSE,5.3230099791384085,0.6418538861723947,580
latias,1.4,40,270,dragon,psychic,80,80,90,110,130,110,no-eggs,NA,3,TRUE,3.6888794541139363,0.3364722366212129,600
latios,2,60,270,dragon,psychic,80,90,80,130,110,110,no-eggs,NA,3,TRUE,4.0943445622221,0.6931471805599453,600
kyogre,4.5,352,302,water,NA,100,100,90,150,140,90,no-eggs,NA,3,FALSE,5.863631175598097,1.5040773967762742,670
groudon,3.5,950,302,ground,NA,100,150,140,100,90,90,no-eggs,NA,3,FALSE,6.856461984594587,1.252762968495368,670
rayquaza,7,206.5,306,dragon,flying,105,150,90,150,90,95,no-eggs,NA,3,TRUE,5.330300412401088,1.9459101490553132,680
jirachi,0.3,1.1,270,steel,psychic,100,100,100,100,100,100,no-eggs,NA,3,TRUE,0.09531017980432493,-1.2039728043259361,600
deoxys-normal,1.7,60.8,270,psychic,NA,50,150,50,150,50,150,no-eggs,NA,3,FALSE,4.107589788972121,0.5306282510621704,600
turtwig,0.4,10.2,64,grass,NA,55,68,64,45,55,31,monster,plant,4,FALSE,2.3223877202902252,-0.916290731874155,318
grotle,1.1,97,142,grass,NA,75,89,85,55,65,36,monster,plant,4,FALSE,4.574710978503383,0.09531017980432493,405
torterra,2.2,310,236,grass,ground,95,109,105,75,85,56,monster,plant,4,TRUE,5.736572297479192,0.7884573603642703,525
chimchar,0.5,6.2,62,fire,NA,44,58,44,58,44,61,ground,humanshape,4,FALSE,1.824549292051046,-0.6931471805599453,309
monferno,0.9,22,142,fire,fighting,64,78,52,78,52,81,ground,humanshape,4,TRUE,3.091042453358316,-0.10536051565782628,405
infernape,1.2,55,240,fire,fighting,76,104,71,104,71,108,ground,humanshape,4,TRUE,4.007333185232471,0.1823215567939546,534
piplup,0.4,5.2,63,water,NA,53,51,53,61,56,40,water1,ground,4,FALSE,1.6486586255873816,-0.916290731874155,314
prinplup,0.8,23,142,water,NA,64,66,68,81,76,50,water1,ground,4,FALSE,3.1354942159291497,-0.2231435513142097,405
empoleon,1.7,84.5,239,water,steel,84,86,88,111,101,60,water1,ground,4,TRUE,4.436751534363128,0.5306282510621704,530
starly,0.3,2,49,normal,flying,40,55,30,30,30,60,flying,NA,4,TRUE,0.6931471805599453,-1.2039728043259361,245
staravia,0.6,15.5,119,normal,flying,55,75,50,40,40,80,flying,NA,4,TRUE,2.740840023925201,-0.5108256237659907,340
staraptor,1.2,24.9,218,normal,flying,85,120,70,50,60,100,flying,NA,4,TRUE,3.214867803470662,0.1823215567939546,485
bidoof,0.5,20,50,normal,NA,59,45,40,35,40,31,water1,ground,4,FALSE,2.995732273553991,-0.6931471805599453,250
bibarel,1,31.5,144,normal,water,79,85,60,55,60,71,water1,ground,4,TRUE,3.449987545831587,0,410
kricketot,0.3,2.2,39,bug,NA,37,25,41,25,41,25,bug,NA,4,FALSE,0.7884573603642703,-1.2039728043259361,194
kricketune,1,25.5,134,bug,NA,77,85,51,55,51,65,bug,NA,4,FALSE,3.2386784521643803,0,384
shinx,0.5,9.5,53,electric,NA,45,65,34,40,34,45,ground,NA,4,FALSE,2.2512917986064953,-0.6931471805599453,263
luxio,0.9,30.5,127,electric,NA,60,85,49,60,49,60,ground,NA,4,FALSE,3.417726683613366,-0.10536051565782628,363
luxray,1.4,42,235,electric,NA,80,120,79,95,79,70,ground,NA,4,FALSE,3.7376696182833684,0.3364722366212129,523
budew,0.2,1.2,56,grass,poison,40,30,35,50,70,55,no-eggs,NA,4,TRUE,0.1823215567939546,-1.6094379124341003,280
roserade,0.9,14.5,232,grass,poison,60,70,65,125,105,90,fairy,plant,4,TRUE,2.6741486494265287,-0.10536051565782628,515
cranidos,0.9,31.5,70,rock,NA,67,125,40,30,30,58,monster,NA,4,FALSE,3.449987545831587,-0.10536051565782628,350
rampardos,1.6,102.5,173,rock,NA,97,165,60,65,50,58,monster,NA,4,FALSE,4.629862798578463,0.47000362924573563,495
shieldon,0.5,57,70,rock,steel,30,42,118,42,88,30,monster,NA,4,TRUE,4.04305126783455,-0.6931471805599453,350
bastiodon,1.3,149.5,173,rock,steel,60,52,168,47,138,30,monster,NA,4,TRUE,5.0072963928307415,0.26236426446749106,495
burmy,0.2,3.4,45,bug,NA,40,29,45,29,45,36,bug,NA,4,FALSE,1.2237754316221157,-1.6094379124341003,224
wormadam-plant,0.5,6.5,148,bug,grass,60,59,85,79,105,36,bug,NA,4,TRUE,1.8718021769015913,-0.6931471805599453,424
mothim,0.9,23.3,148,bug,flying,70,94,50,94,50,66,bug,NA,4,TRUE,3.1484533605716547,-0.10536051565782628,424
combee,0.3,5.5,49,bug,flying,30,30,42,30,42,70,bug,NA,4,TRUE,1.7047480922384253,-1.2039728043259361,244
vespiquen,1.2,38.5,166,bug,flying,70,80,102,80,102,40,bug,NA,4,TRUE,3.6506582412937387,0.1823215567939546,474
pachirisu,0.4,3.9,142,electric,NA,60,45,70,45,90,95,ground,fairy,4,FALSE,1.3609765531356006,-0.916290731874155,405
buizel,0.7,29.5,66,water,NA,55,65,35,60,30,85,water1,ground,4,FALSE,3.3843902633457743,-0.35667494393873245,330
floatzel,1.1,33.5,173,water,NA,85,105,55,85,50,115,water1,ground,4,FALSE,3.5115454388310208,0.09531017980432493,495
cherubi,0.4,3.3,55,grass,NA,45,35,45,62,53,35,fairy,plant,4,FALSE,1.1939224684724346,-0.916290731874155,275
cherrim,0.5,9.3,158,grass,NA,70,60,70,87,78,85,fairy,plant,4,FALSE,2.2300144001592104,-0.6931471805599453,450
shellos,0.3,6.3,65,water,NA,76,48,48,57,62,34,water1,indeterminate,4,FALSE,1.840549633397487,-1.2039728043259361,325
gastrodon,0.9,29.9,166,water,ground,111,83,68,92,82,39,water1,indeterminate,4,TRUE,3.3978584803966405,-0.10536051565782628,475
ambipom,1.2,20.3,169,normal,NA,75,100,66,60,66,115,ground,NA,4,FALSE,3.0106208860477417,0.1823215567939546,482
drifloon,0.4,1.2,70,ghost,flying,90,50,34,60,44,70,indeterminate,NA,4,TRUE,0.1823215567939546,-0.916290731874155,348
drifblim,1.2,15,174,ghost,flying,150,80,44,90,54,80,indeterminate,NA,4,TRUE,2.70805020110221,0.1823215567939546,498
buneary,0.4,5.5,70,normal,NA,55,66,44,44,56,85,ground,humanshape,4,FALSE,1.7047480922384253,-0.916290731874155,350
lopunny,1.2,33.3,168,normal,NA,65,76,84,54,96,105,ground,humanshape,4,FALSE,3.505557396986398,0.1823215567939546,480
